NavB	MemB	CD8T	CD4T	Monocyte	oracle	wtgs	paceg
CRUK0079_R1	1.47039501531372	0.989952103802507	0.840514829497071	0.408037511178057	0.521035146833114	1.11412735913132	1.51724147955561	1.67867317842744
CRUK0079_R2	1.27798963694507	1.33842058221456	0.966433332174103	0.425624443669963	0.727470511217607	1.01555159168493	1.49547392088205	1.44760528002867
CRUK0079_R3	1.11831922948592	1.49053710806362	0.484465161190339	0.281265078904327	0.378988680955107	1.16755714347788	1.53671999420779	1.54794579188825
CRUK0079_R4	1.58754261121622	1.16677504437333	0.820506504489662	0.358044344620922	0.384243766787108	1.09539128376	1.5188323925253	1.63460212249008
CRUK0081_R5	0.935718216662421	0.94957782519836	1.24046214862878	2.13258582868503	0.949719219429248	1.39796356299273	1.54806320208213	2.24100462358286
CRUK0082_R2	0.918363305373565	1.14111114107976	1.16801914571388	0.462644816854527	0.222468625354408	1.08427150127217	1.52535218582818	2.02280603323138
CRUK0082_R3	0.926308402582595	1.65162490794919	0.940630047150021	0.649252227386053	0.415989132635935	1.62580429447215	1.54813743576385	2.22783229700205
CRUK0083_R1	1.69094126130949	1.42459261374421	1.18190010214719	1.38788890617354	0.87748787619392	0.837324203258091	1.50724660065575	1.45406575920137
CRUK0083_R2	1.36444304599125	1.48556436103075	0.826412448436628	1.38239099479971	1.14631424105146	0.797299463547284	1.4991916101411	1.12072381813834
CRUK0083_R3	1.18422934588151	1.00215693464744	0.721623157302952	0.854616808465289	2.10859796704702	0.578391636931593	1.49740902117862	1.18417066653204
CRUK0083_R4	1.46463400658418	1.75473110068569	0.799348427840768	0.888899995384053	1.37697333579222	0.827718666846087	1.52460670640992	1.4540091161615
CRUK0084_R1	0.767002498274863	1.28814738520879	0.648626290306988	0.607357679324125	0.203202024026703	1.73155356246461	1.49590067670803	1.27944647180261
CRUK0084_R2	0.941470602276164	1.38184322429524	0.854024923290347	0.639095796261575	0.259834694742069	1.79430403018717	1.50577614024044	1.43523800968448
CRUK0084_R3	0.878995657311205	1.23144686941452	0.658671419940118	0.53942543315197	0.232878631014072	1.58565644968863	1.50438221622775	1.36927627096047
CRUK0086_R1	0.807190313683201	0.681546763612869	0.298851007208797	0.376238284759553	0.575224940543639	0.882254402469873	1.51016273192345	1.07080024136888
CRUK0086_R2	1.01457220140334	1.01804794472365	0.366749128592133	0.627669003648878	0.357965192021199	1.51513616292456	1.59122032632807	1.9620287911289
CRUK0086_R4	0.683289121120278	0.711384750623415	0.282966474541333	0.398409267900577	0.837350795173766	0.675697920753635	1.47016730296149	1.04415871979015
CRUK0090_R1	0.600924222367492	0.562942699389597	1.03820118282782	1.05693298392797	0.30062005989528	1.32880526997623	1.48001475517267	2.00484484503234
CRUK0090_R2	0.49207950653627	0.560291792213738	0.412751698037352	0.784963168692673	0.184959197525127	1.09244119380792	1.48125799888148	1.76189340414748
CRUK0094_R1	3.4600056622591	2.70027341896672	5.52209882229011	3.54137338414619	4.72579401570534	1.44409602435655	1.54914367616866	4.22984401940111
CRUK0094_R2	3.42825089960062	2.69502639696512	5.50556365828088	2.22891603113987	3.70938961304858	1.1953846491384	1.54180347136796	2.55008178118853
CRUK0094_R4	3.03221031197091	1.70409704065372	3.85140757839338	1.71444724304175	2.8508674765702	0.974459024938678	1.53743180552253	2.57149685702236
CRUK0095_R2	0.609386635954639	0.758186352865946	0.244234905888905	0.387050440989951	0.495693120490056	1.32836461440854	1.49846971324066	1.23056344318078
CRUK0095_R3	0.848499159795393	0.972760122146537	0.220993658099141	0.757005158464805	0.999880103387284	1.34538249253598	1.52045261120834	1.29904660883927
CRUK0096_R2	3.0206957414066	2.08569964469393	1.33136230451252	0.671454826309485	2.26551070103924	1.92419341692679	1.61146118026537	2.2414918937736
CRUK0096_R3	2.72032985677442	1.78831843736028	1.64538964268424	0.719109421735741	2.51115757262451	1.50799424075486	1.60204104512774	2.1012031954717
CRUK0096_R4	2.71772116488461	1.64887292757361	1.16287467035377	0.801306264437308	2.71022074261363	1.60408362391145	1.57407417223794	1.97165977915109
CRUK0096_R5	3.04957382452964	2.37347599284214	4.24032056009481	1.19220857678011	3.48623013414397	1.4276873040676	1.58706444909396	1.76973050968966
CRUK0096_R7	2.65547271705449	1.48773103377487	3.75558876788035	0.875014118957703	1.71018571942715	1.90840399280475	1.55729300134969	2.1170905586622
CRUK0097_R1	2.57517970556637	1.6182415048594	1.92918141979593	0.390513434701592	0.55750182663737	0.567034130553752	1.46689802054782	0.925513589094595
CRUK0098_R1	2.52409122777141	1.31992701303735	3.16937493127876	0.921594375029096	2.15764796115808	0.748220293496344	1.47251418307131	1.52000968843727
CRUK0098_R2	2.65803583672571	1.5873191011519	3.43334614422793	0.867157045911537	2.05913796238824	0.887923318634896	1.5104999790345	1.42806132623639
CRUK0098_R3	2.61758850570174	1.55667596164658	2.76531710046213	0.830062563608855	1.62344726751318	0.731582144100728	1.48262485891535	1.07816556366912
CRUK0099_R1	0.875636148446224	1.40822547103843	1.06557042794126	0.501182937750543	1.07298535348687	0.647508055560269	1.50245271314356	1.29575535593892
CRUK0099_R7	1.10783752257776	1.22773191664684	1.38276028239401	0.688643134987851	0.932965711124818	0.551100818430027	1.47550551171229	1.08773148650952
CRUK0100_R1	0.555756180699652	1.1615160796547	0.532559281805451	1.70674793220575	0.284966651561542	1.08673388628067	1.1763055489019	0.968689969572111
CRUK0100_R2	0.618402780224061	1.35831684915772	0.398018158577563	1.05362229459478	0.215494273776141	0.934342169553452	1.1296655842299	0.902656410417672
CRUK0100_R3	0.578114711534194	1.05342036175036	0.533266195745915	0.940486054852639	0.185867614063133	1.22089145967613	1.18611518274615	1.10125682363981
CRUK0002_R1	0.495030794945111	0.506909656508858	0.337640450635563	2.24876833291231	3.44967201474428	0.947521935876413	1.10075828156241	1.31365810310929
CRUK0004_R1	0.305114423703749	0.373784831574736	0.305765008537839	0.415823676256656	0.479287948766291	0.626457582576534	0.477244225205251	0.79806010375162
CRUK0004_R2	0.381722241032175	0.498492734418103	0.211577404854692	0.412665927492947	0.782093715076447	0.539418586728045	0.578007419133829	0.553555851984201
CRUK0004_R4	0.295609596335592	0.455410659599379	0.388114681602992	0.855259035490886	0.630645558232984	0.692174124667824	0.56026658513487	0.802624630373454
CRUK0005_R2	2.36562681918099	1.1747807539241	3.45230484624949	0.666832980666175	1.06782068928365	0.637982324440374	1.04432883334219	0.79806212047331
CRUK0005_R3	0.813676523107349	0.654460795873602	1.37953976599451	1.27049761953864	1.58813547481974	0.614258393654643	0.704778791473393	0.661516338105286
CRUK0005_R4	0.718855992259239	0.614338656937947	1.09026481053245	0.410432609197793	0.861322772380096	0.460354533975195	0.678293960139153	0.516350429144759
CRUK0009_R4	1.72396185078667	2.91679516331886	2.28100886963556	1.07719008817119	0.55782624755287	1.67929869318798	1.51275481422776	1.35079060332635
CRUK0010_R1	0.593550721918756	0.651489655489787	0.937737399306043	1.69219457334823	1.22603371001111	0.587982880308902	0.735013788863527	0.873794360054654
CRUK0012_R2	0.352793850459417	0.336744377076971	0.217963917941513	0.33699874667742	0.26705499715533	0.374775155864824	0.439763123611005	0.449842333093916
CRUK0013_LN1	1.7558457875762	3.07604486595772	0.991786078955429	0.320444237301407	0.199896127026964	0.439101082949687	1.10103727454793	2.32913265671611
CRUK0013_LN2	1.67330755407552	3.46941284376869	0.857462533788222	0.294961626225727	0.168171143760454	0.386086082262203	1.04285001042166	2.42977342149388
CRUK0013_R1	1.35422079807893	1.16814812528447	0.961192428737713	0.478600830481004	0.265669626039403	0.896208083241251	1.00390760369395	1.750417253339
CRUK0013_R2	1.05198058555487	1.82253412142941	0.805680234834866	0.514908685516688	0.498714457460327	0.505069088217579	0.939841903973253	1.39379024450434
CRUK0013_R3	1.33941527053121	2.7476375590483	0.693050021493712	0.26051629199972	0.129943437360988	0.470068488475208	1.07704282976739	2.24392688856719
CRUK0014_R1	0.326475835644859	0.34325736658795	0.378192194924181	0.728404158153757	1.07846124891385	1.07998403850894	0.637539919381981	0.751992753272962
CRUK0017_R1	0.562499024125053	1.32432488965377	0.435671451672506	0.249031052199665	0.177064975497821	1.14135120040182	0.945203458314594	0.577365389059439
CRUK0017_R2	1.36190823442204	1.51190846734733	0.645067367546297	0.368503950464193	0.360796104649272	1.14149723568736	0.983508491514879	0.738507084775187
CRUK0017_R4	0.950122614006652	1.43031573103593	0.451083250274278	0.365300616618878	0.510170382718032	0.790813757013366	0.806448359845246	0.547463272512796
CRUK0018_R1	0.849042585793354	0.550522793611036	0.995138369922971	1.19519971290367	1.4828966142796	1.00543036841582	0.736656993808908	1.13403373636749
CRUK0018_R2	0.346810078579258	0.292431291694448	0.459390987270914	0.730148826896713	0.485745880208852	0.56911841830298	0.503081185566543	0.509554632962067
CRUK0018_R3	0.456368041965395	0.350487836080614	0.596157413189955	1.39984892616381	1.74300778541623	0.858501821614207	0.890581103024982	0.923854483188184
CRUK0018_R4	0.376199679502858	0.364974557524897	0.471767316495267	0.863955858487055	1.12230414651929	0.926060119490018	0.694842919351811	0.784544508740431
CRUK0019_R1	0.2213806068985	0.360545310691639	0.410820488018488	1.44924282848303	0.58762906116327	0.427359138687431	0.439301156612579	0.592430055383794
CRUK0020_R1	2.45147186014634	1.38608797166638	2.68657885951507	0.794071476716597	1.69893935407485	0.504728525606866	1.27534128731527	1.09132518550183
CRUK0020_R2	2.43646771137514	1.40819359532489	2.22721372564247	0.740919178066656	1.34267079942951	0.666081657613362	1.23596358373998	1.41263000492439
CRUK0021_R1	0.988712044717081	1.36685718000214	0.711898621036373	1.15346018356118	1.10368489420931	3.42016976458727	1.5300054071551	2.66016878552508
CRUK0021_R2	1.01085679052635	1.47287524988981	0.664037686198856	0.896320597768214	0.700340693932645	2.28090344236995	1.25752417592812	1.65354549481101
CRUK0023_R1	0.568993704415867	0.671508569609302	0.396017492456497	1.02120410159724	0.390978599283577	1.54214206747518	0.943734334389388	1.00540818226479
CRUK0023_R4	0.504515129401766	0.445214252082927	0.393894558969924	0.924259260942262	1.4613840927629	1.14931475793719	1.03612693486061	0.845870618283212
CRUK0024_R1	2.35342930334071	1.27012402039981	0.935086741042518	0.600985930823692	0.830743474415464	0.731216798225595	0.692087828047467	0.683216419688568
CRUK0024_R3	0.887640065035527	0.613398751980705	0.929656015904521	0.3985686319495	0.355030567957228	1.57834716354811	0.925445179949009	0.761258060019893
CRUK0024_R4	1.30278616679382	1.47444419349513	0.706823714237967	0.490419034365152	0.989201956982408	0.9263287761814	0.762473857283658	0.722601180853784
CRUK0025_R1	0.466334095883246	0.33447386448407	0.83894180091387	1.26268399083118	0.949731518800621	0.840100459913138	0.680100306650298	0.878997079016214
CRUK0025_R3	0.569834395775807	0.349783013464771	0.69900424549607	1.24781560149727	1.20390001661447	0.901092711093171	0.788860278338848	0.984195104175128
CRUK0026_R1	0.724408744645801	1.107500571666	0.51539824989642	0.466334606389241	0.860510714583825	0.530122757409424	0.538284712944473	0.627020061419721
CRUK0027_R1	2.35757645246059	1.31398746870305	0.944376345188817	0.682182286634746	1.11594923151342	0.527873945814384	0.77012599881335	0.648110641366755
CRUK0027_R2	2.33815295889925	1.23996199219387	1.18398369052816	0.736173379177983	1.12560937778848	0.613444795794035	0.923775338611004	0.969762011425607
CRUK0028_R1	0.291664895268963	0.428297861616975	0.292992382707321	0.333345841130947	0.580898654068514	0.428449689614767	0.503072583321816	0.615038457296978
