NavB_up.ES	MemB_up.ES	CD8T_up.ES	CD4T_up.ES	NKcell_up.ES	Monocyte_up.ES	NavB_dn.ES	MemB_dn.ES	CD8T_dn.ES	CD4T_dn.ES	NKcell_dn.ES	Monocyte_dn.ES	NavB_up.pval	MemB_up.pval	CD8T_up.pval	CD4T_up.pval	NKcell_up.pval	Monocyte_up.pval	NavB_dn.pval	MemB_dn.pval	CD8T_dn.pval	CD4T_dn.pval	NKcell_dn.pval	Monocyte_dn.pval
EGAF00002382236-CRUK0082	-8.80448029475466	-9.75648819592333	-1.95323688179744	-8.20777448303267	-29.546137129351	-21.3057331130588	-57.722173350426	-13.0804302038795	-39.9323035830068	-14.4317268834998	-14.1895675635482	-4.91576310776067	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382237-CRUK0082	-7.24413233327297	-9.73113147903117	-2.04907664370428	-10.3138146391705	-25.7909186170388	-16.1330758790069	-55.7778710552294	-8.17591262270799	-45.7896479810908	-12.1181614082534	-12.3979759343588	-5.78413403459307	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382238-CRUK0083	-10.2907907116342	-9.43780286836384	6.48218179000439	-14.0341753631992	-25.8577569481493	-11.4534264534996	-31.9993250434068	-9.83386382529194	-31.1825083601573	-5.92989691980142	-10.2949586968834	-8.30889701596462	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382239-CRUK0083	-7.6094641125039	-7.84877679551481	7.0863389947579	-13.4750656365888	-22.4206336144533	-7.90182930224319	-38.8805335449458	-7.69182599263944	-40.0990846183706	-5.42255571199186	-10.1250820534449	-7.33678156792928	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382240-CRUK0083	-2.44243814346492	-3.53845435253577	7.49010691753515	-7.12346057474749	-15.7883795757847	-2.96029954501	-40.0273815473189	-8.57581460815388	-43.3034224404053	-5.34331014150526	-9.55935733893292	-8.27796920568758	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382241-CRUK0083	-5.55091001827112	-7.07896279686169	7.49725384386692	-6.09800876162842	-10.3193663759573	-4.08393255176782	-33.6636154008568	-4.72467180903014	-40.5742119773531	-3.8048763405409	-8.33681124190526	-5.28847426049673	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382242-CRUK0084	-12.4812011109414	-13.3924473571031	-2.18558840962752	-14.1731669868864	-32.3502282831273	-23.9879325883702	-69.4265313988663	-15.1170506718482	-55.8170013260405	-16.8474934205677	-12.0875446121858	-6.72361756638051	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382243-CRUK0084	-11.9828111011688	-12.8860918724852	-2.19941971613096	-13.4437107352843	-32.1268651445131	-22.0218978879633	-59.7928757342454	-13.6841907108624	-48.5102609271341	-15.4536977028228	-9.76192682255579	-7.13051829410974	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382244-CRUK0084	-10.9552323670482	-11.8080469854603	7.31641223811236	-11.0621700895086	-31.2964489462158	-22.1866853910634	-61.8257843548264	-14.1266528535904	-45.9060525415142	-15.2835115494998	-10.9142748656105	-6.23812168078199	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382245-CRUK0086	3.2322413557161	1.76722614392441	10.5452487922596	1.08163887090986	-8.78588317284171	-4.13742844091099	-51.4367988338211	-8.35762552580571	-63.7067403530213	-7.83868167401315	-6.35183690292252	3.08322809213359	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382246-CRUK0086	-5.56566690032281	-6.30319096509926	6.0222154801826	-6.82424082569555	-11.5394773098214	-13.40650943843	-50.0426372704344	-11.1329529994005	-62.7817840127853	-9.0695328299937	-10.7958399176843	-1.60758714617046	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382247-CRUK0086	6.35414055704981	3.72703119339682	14.4997025242342	2.10519957971336	2.27653242654992	1.16242670025175	-55.7425190012718	-5.83240879114035	-61.2056501447664	-6.06834469430997	-7.03687911542324	4.7588708114799	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382248-CRUK0090	-5.85741079652405	-6.42342208673176	-1.94344943615277	-15.1456469151672	-26.1122551718755	-18.8576603503651	-73.6793710784993	-19.0710979995135	-43.0577253757949	-10.5943107280262	-11.4715517495043	-5.37358112752708	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382249-CRUK0090	-5.35880664201593	-6.67944062205345	6.19001273218937	-12.8577150170859	-23.5116633891208	-20.6936869745363	-82.0876197593851	-19.3894015363596	-59.4695048327287	-12.186391518743	-12.7128407743775	-2.52143718039562	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382250-CRUK0094	-9.28558445066332	-6.29517997399369	-2.17831324117773	-18.4219952844911	1.05923549369255	2.52210015132641	0.919100987350799	1.74690097197573	1.1802497822587	1.89960140408162	0.440257897993363	-10.5849833787357	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382251-CRUK0094	-8.81887933625899	-6.35445989877392	-2.40548887022748	-16.7973882703196	-11.7247689215232	1.26481918947861	0.974846252740716	1.66195517530394	0.873273947981816	-2.51446244768377	-4.92521196334494	-9.50481710136081	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382252-CRUK0094	-3.22822746899706	1.00350061142849	7.28964360459673	-8.42656763982347	1.72116751978972	3.48956098860366	1.09385401448497	2.9714216168571	1.06002618444674	2.43368261392929	0.827782077472898	-4.73920142697305	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382253-CRUK0095	2.94568324772474	-4.50118079746265	12.566301947282	0.732201608140508	0.98413246582404	-5.99255349745483	-64.2529712533902	-13.2198539092633	-67.0560217798422	-7.81859412859705	-16.023715544387	2.66438469990822	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382254-CRUK0095	-3.94959293776403	-5.02103359289195	11.0504718029188	-9.10349685455923	0.774433939281093	-3.47605064590654	-56.394037524135	-10.451257675643	-71.232781534556	-8.90518244897482	-17.6425610600008	-1.59182559529764	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382255-CRUK0096	-3.10975049429282	-1.61303989211805	4.61832208577283	-3.47432221762962	1.89534309808016	3.30514300905799	1.04274846463539	3.02129919976981	-29.8776401739383	-4.84010868256103	-6.06068658502599	-2.70532943107452	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382256-CRUK0096	1.9449644979479	1.31637434889527	8.54790711076789	1.8554625421395	2.6581399966522	3.90136274708609	1.42920796843699	3.92085533054373	-20.3126864023704	1.38395895511761	0.942684707114755	-3.10273822269418	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382257-CRUK0096	1.30774936653411	1.20156500041243	8.96948068249986	1.17914638828359	2.88557848985464	4.78554854534209	0.74922903567314	2.73477869502873	-29.1270481693463	2.11922938512288	-9.39558867734788	-2.95487972454002	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382258-CRUK0096	-3.0340078759711	-2.83778675513793	4.59598214897635	-3.67010339584341	2.25082096162598	4.68121290145957	1.54258341598003	3.50209708690582	0.926273850483459	2.4520232192993	-6.41037803182254	-5.48954170518154	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382259-CRUK0096	2.80505903389624	2.60656418646544	7.8198076856875	0.915203781883782	3.32141086802975	4.85301689680902	1.21374827169075	2.78274652312454	0.91978227935621	3.00298563065958	-7.10421612301125	1.55671540745949	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382260-CRUK0097	3.94931973117698	2.32371252204002	11.4428520803688	2.91576291770785	1.91476446330063	-3.15883707554468	0.989483890146468	3.60948380963342	-13.1835598631986	-5.51885864755164	1.21088182464128	4.36388758997815	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382261-CRUK0098	5.99329530252625	5.01608940256115	13.5052250244168	2.60176217247531	4.34082303604661	7.61730145549245	2.14030583263011	3.61308080783503	2.08915913773265	5.36599580659365	1.19588433932262	2.07767583478292	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382262-CRUK0098	3.88358300558006	3.54918896495794	11.1495613094221	2.49503474486315	4.34213890433347	7.29715643942812	2.33527381153057	4.58037027165604	1.86233924017301	4.46517416023364	1.41998031760975	2.20858881519542	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382263-CRUK0098	4.72584236636623	4.16905895903736	17.2939764866597	3.52898763625295	5.13850379650983	6.47329180871508	2.49406030973072	4.94300900936207	2.24883193583307	4.92892138987995	1.51192508827305	3.67938671815268	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382264-CRUK0099	3.489034969875	1.74658826730257	12.8489122590618	1.1158621067327	1.79376329657967	1.00288744830068	-47.5521987670234	1.19804565479497	-27.5729472366565	-4.06453901135632	-10.4216149802274	2.20601041064645	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382265-CRUK0099	7.22211956038941	4.86522545042213	18.0171921595539	2.85281405515602	3.76045087209316	2.73151930067078	-33.3350184094299	2.50675179739084	-15.4708011861945	1.81669586987464	-6.20846518335917	5.28431994967525	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382266-CRUK0100	-14.9250850122006	-15.1807059613546	-2.22331255865474	-24.9383433686415	-35.1961775738699	-23.8137665678634	-86.2299014559763	-18.270774149382	-61.10126537518	-14.1367968616467	-15.8513692898719	-9.8135375283018	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382267-CRUK0100	-12.2004546288274	-12.4470055191844	6.67867044013692	-18.4804843132688	-27.9902889381716	-22.1105754395628	-78.7444706438951	-13.4716983225566	-59.9480909162278	-13.9700660075698	-15.3060675210356	-5.41316723262569	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382268-CRUK0100	-12.1797510857296	-12.4004282762923	6.6008152498066	-17.9324800648914	-29.0176826196557	-23.8540700209641	-81.7265114887498	-16.7794906362376	-52.2418388307698	-14.9035926348262	-15.005027528733	-5.72911023349857	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382269-CRUK0002	2.38121549733032	2.01905317504515	8.44895917236179	-12.1399055185998	-14.5814813160334	4.69571273641929	-74.0810688948334	-12.0121143163505	-62.5556124206196	2.25867181808553	-13.60275218909	-5.37329067653366	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382270-CRUK0004	6.30376917990177	3.74304580086096	12.3497257768856	1.76189662460705	-9.53942183398308	-5.07134276588532	-91.72861222688	-14.3081888253693	-61.2936417362038	-5.85366926948407	-16.7455262318513	3.91044342585106	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382271-CRUK0004	7.3913919070106	4.09777505324876	15.6198586720068	2.52287135211551	1.94873758332313	1.24046102600996	-80.6564712670657	-10.154336392803	-67.8220864254349	-5.19211681755987	-11.9591570626717	5.49584394925653	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382272-CRUK0004	3.88173324124798	1.40357288658629	4.57695049119628	-7.34428879017183	-10.8212943448715	-4.59640983606765	-95.5612428433244	-14.0412801148947	-62.7203025163106	-5.55434086067719	-17.713587383819	1.73641356075011	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382273-CRUK0005	7.46443725813877	5.09364476670508	9.68551363641323	2.3269474395855	2.00249068245916	1.9349655393457	0.721454817250039	2.15341797777438	0.544827230053404	0.871074679237471	1.6922983408063	3.18466000016192	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382274-CRUK0005	4.98816591955994	3.77515925312969	6.15525554897794	-6.00368187924856	-6.81744916353117	3.8815183011255	-49.324141744351	-6.88481531800251	-27.3947866132162	0.947962761539817	0.578578508096945	1.29987545601042	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382275-CRUK0005	7.89641857780456	5.33732291305445	8.48031987957654	2.2264010417493	1.29144540213127	1.02767137145115	-51.9385012259377	-6.15747483901582	-31.3318900869917	-5.55936393150585	1.26671804472942	4.35167141138749	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382276-CRUK0009	-6.71483021769369	-7.311119871387	-1.59050849364175	-9.81324789325547	-9.21938017331266	-10.296453457474	-27.5613457609502	1.748768502063	-21.7591198827141	-5.01430521206813	-5.20363732343657	-2.77934393500783	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382277-CRUK0010	1.52934571016255	-3.27247737733369	7.94310801174117	-14.3043623816127	-10.2071271307463	-2.72788695539132	-66.8429138502395	-13.9924940390226	-35.8794218247474	-3.61450558359205	-14.1948582639762	-2.81177864718835	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382278-CRUK0012	6.56182778666255	3.61680132696085	15.4018649091189	2.17967552581502	1.44565061299224	-8.95339617049765	-84.9987625331564	-15.811474183077	-67.2487285556386	-8.17719200119858	-16.4938550564253	5.67342750910431	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382279-CRUK0013	-7.34213389531872	-8.41476822723402	8.76521813449578	1.01583817048637	-5.88065510614622	-15.2429646611484	-27.371830842965	1.34658640241804	-33.5661412491303	-9.99799266721677	-6.98649693489999	2.17967293809751	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382280-CRUK0013	-9.11110942896714	-10.2550769805609	8.09485756409245	0.590413741958632	-8.60347622050016	-17.4973687469985	-31.2869012330172	1.09424379791125	-38.1090874704195	-11.504158477074	-8.98232318022852	1.59331393088468	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382281-CRUK0013	-5.90623872618017	-6.52907181549126	8.22818126374082	-3.0138692467074	-12.3443046298995	-16.8332595512795	-37.5124971175813	-9.54400990898059	-34.9369514567192	-8.7955856307151	-9.32674073831638	-2.15623411223515	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382282-CRUK0013	1.06206359498118	-1.89669168897246	14.9867022556308	1.40073859123444	1.48832172522079	-6.7869107992231	-41.8010438342447	0.957873953264816	-32.8748087839712	-3.42727490377427	-8.59953469946377	1.81137433774479	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382283-CRUK0013	-5.64482245512585	-7.01332749988127	10.3960641498948	1.27467209939268	-6.86637565663285	-18.9250669569917	-37.7410695883798	1.25820403696972	-41.4725420173188	-12.4395169431594	-11.9013007945292	2.65474341503542	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382284-CRUK0014	4.66982594096133	2.9855491023302	10.3388967532103	-4.72958053936153	1.37812801170014	1.62432424683342	-90.3463774455952	-16.1899466946598	-57.6475172920937	-5.03358540891119	-18.848314099787	2.77831343634866	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382285-CRUK0017	-4.54903440283838	-6.53376754119952	6.64839233024875	1.00360881316518	-12.027441051675	-16.5672303565362	-75.3163190360108	-7.89288273830272	-57.5730495046336	-13.2986382462342	-13.5697824244775	2.02603215733262	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382286-CRUK0017	4.95769469903665	2.53653463880248	12.9785499148795	2.71963533790777	1.49087213150443	-6.29908573817223	-26.3962568347735	2.92543736668987	-40.7992716900137	-6.47159434530509	1.51296083567168	5.42380416633875	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382287-CRUK0017	4.03733751426878	2.01668195002995	12.3036353338928	1.7669006533934	1.06414232105924	-4.26634535975933	-43.3649816528656	1.67352634917589	-50.9927416059993	-7.53820068569368	0.529469725962993	4.11272902952674	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382288-CRUK0018	2.66656288742592	1.84011507861655	10.8665919914482	-4.3599134923231	1.06972910975905	2.87517768493914	-49.7493441464508	-11.1019474996419	-31.3749750280024	1.79489453338142	-13.9404174289313	0.95531915525603	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382289-CRUK0018	2.52502714652128	1.10833572465015	8.31489680567248	-5.97272387251882	-9.95315229351793	-7.53248568402137	-89.7980461279083	-20.1817623909436	-54.4958498383264	-6.24552676865407	-15.533676612511	1.32011554117779	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382290-CRUK0018	1.67507184687798	1.46474531938682	9.60881518355204	-6.73034171315004	1.10950840616072	4.56239562451392	-78.4118632294709	-17.4356820059435	-46.2672233759365	1.4858479750618	-16.3498135584018	1.08260401743069	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382291-CRUK0018	3.61477135708124	2.03329016926524	10.4417128169009	-4.88992488236693	0.74245208001487	1.18234773425105	-85.082653714142	-16.332694340328	-51.661621619144	-2.96802213365462	-17.6829648021091	1.95171187423661	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382292-CRUK0019	-2.60068994606363	-3.11316738320003	-1.41639602186844	-17.089448804934	-15.0820235878243	-6.20700636797226	-114.932075249305	-21.6402700745692	-67.2007114852076	-8.42098523918111	-21.9869594273486	0.807723842817326	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382293-CRUK0020	6.96460132867199	5.19555864812231	16.9782491915145	3.57536710554391	4.6439990392137	7.06477111082562	1.8104305196823	4.43793188570002	1.1644221513242	4.39715784303201	1.36742399179513	3.8321529024344	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382294-CRUK0020	7.48754359254755	5.33605719852153	22.1920244406286	4.27971017398066	5.30523085104547	6.6672289698227	2.059730215397	4.78721589564257	1.38832055999992	4.19789082679835	1.44096001326467	5.7061832356698	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382295-CRUK0021	-7.84711204172427	-7.52314117383921	7.73029209406224	-12.603148008826	-19.2170182794197	-8.30108465976178	-53.4749078723965	-8.46512732176752	-43.4242727645284	-6.91196218818507	-10.4977785646439	-7.37024602085644	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382296-CRUK0021	-4.71751415752281	-6.23184020998185	6.08648066453117	-11.6507546004128	-20.9956931664114	-9.32478140468083	-49.3580106253891	-6.18808505750492	-46.9200660907198	-9.24919432585047	-7.46388165645537	-4.00372593600531	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382297-CRUK0023	-7.4742762667027	-6.60005665150901	6.66143681097501	-13.6042953371692	-13.9768316031173	-13.8846750899036	-77.7298701811932	-16.9207055672122	-60.0994200367852	-9.50147636843945	-19.9654350911961	-2.93723827950308	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382298-CRUK0023	2.99669528764319	2.50779504659598	8.94296305313749	-8.80591919294835	-11.5009757588473	2.68086101931872	-72.6196990820709	-13.2358578004331	-57.960927152583	-6.00402621516071	-17.0199259097877	0.902052926179001	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382299-CRUK0024	7.99240740708873	5.72827980553903	24.1890144433837	4.39646584462096	4.93121760514954	3.58906139061223	1.01900825384013	3.8177441120888	-19.7088397916074	1.584588558466	-4.83871468909101	7.2619703222662	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382300-CRUK0024	2.09027643217412	1.80121958702073	9.11710560509155	0.801311189884817	1.09135596597154	-9.38150553513379	-48.3440727434491	-9.71378215386725	-34.9357440133073	-7.36701711314291	-9.60311603198247	2.49687200396641	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382301-CRUK0024	3.17289788402398	1.62895570194403	12.9227739089619	2.19579834640967	2.49435662512514	1.55277339519989	-30.1592538583471	1.68675963885496	-38.4221664940539	-3.26776841132799	-10.0912882194108	3.54063237018608	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382302-CRUK0025	1.68272623049394	1.19979387964719	8.72943456072692	-10.0520693200092	-6.92062540196977	-4.8511482637276	-77.4413217758717	-18.3177546868605	-38.0555754401715	-3.18088447137959	-12.7221647769229	-2.47026115283411	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382303-CRUK0025	3.47492275840196	2.29665052594697	10.9091609149779	-5.84758293274528	-6.59764616681331	0.870415270795709	-66.7148636779189	-16.630339517454	-40.7318043527769	0.869112072576255	-14.2622415645534	0.962366979551084	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382304-CRUK0026	7.8174394859789	4.81786480041002	13.1868720107849	1.93639280447984	1.74841849892989	1.66699547771491	-51.6745063089273	1.09941795626917	-46.5626807260171	-4.18395265069155	-6.06908230527987	5.00009989865658	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382305-CRUK0027	8.05198226260269	5.53703554842835	24.715006040018	4.14981539658141	5.16373167108842	5.85876448763097	1.15705839209379	4.07451409970684	-18.9197937858553	2.99075480789357	1.17978800787671	6.68293818139253	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382306-CRUK0027	8.62072607038987	6.22116857187811	22.4881543086111	4.11144408258318	5.32151110546656	6.27594207495244	1.35705942459997	3.99349258350021	-15.1296655914172	3.94581505197225	1.14671155778773	7.01692198168581	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382307-CRUK0028	2.91014574479509	1.25144602647974	7.09777625443685	0.616404157988304	0.740884248923306	-3.97154133716574	-97.1316227012723	-15.0033606911553	-67.6810564671931	-9.88260972135334	-19.1598219963505	3.15437784699816	0	0.221	0	0.95	0.822	0	0	0	0	0	0	0
