NavB_up.ES	MemB_up.ES	CD8T_up.ES	CD4T_up.ES	NKcell_up.ES	Monocyte_up.ES	NavB_dn.ES	MemB_dn.ES	CD8T_dn.ES	CD4T_dn.ES	NKcell_dn.ES	Monocyte_dn.ES	NavB_up.pval	MemB_up.pval	CD8T_up.pval	CD4T_up.pval	NKcell_up.pval	Monocyte_up.pval	NavB_dn.pval	MemB_dn.pval	CD8T_dn.pval	CD4T_dn.pval	NKcell_dn.pval	Monocyte_dn.pval
EGAF00002382164-CRUK0037	-5.01760917560458	-5.25298676351411	-2.30497487678532	-24.677017859651	-21.6691611551354	-7.14482636217098	-87.2374355415711	-22.9999068898886	-41.3734957806653	-6.22615064391105	-15.7166416304993	-9.32215414375331	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382165-CRUK0037	-3.94876355329804	-3.34794595171473	-1.37847785292525	-22.8564856530202	-9.63216123920312	1.75247884634955	-43.9695766086666	-14.2204364274391	-26.1339262669334	1.63983320151878	-12.4731441905971	-12.3229460967318	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382166-CRUK0037	-7.77327895854916	-7.6121869971687	-2.70659108385009	-28.6334736081454	-29.1817009874039	-13.1121996964173	-114.535104890202	-27.6110250295795	-61.2786753144042	-7.87232333745114	-20.5788785911317	-11.9245305582005	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382167-CRUK0037	-4.59203227214004	-4.18879299598923	-1.99143203678116	-25.8628902928616	-14.5230038658784	2.46232124147811	-38.4674992016022	-11.6078769064276	0.796338410629395	1.94127073458542	-7.56105131142909	-15.4693734410907	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382168-CRUK0037	-3.86394548770238	-4.44167762263984	-2.83242226521979	-28.3345785177671	-16.0067208266488	2.1225547716488	-38.8891849064714	-16.3169459318293	0.92151169203858	1.97307824992397	-9.05164359867022	-15.8618657668014	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382169-CRUK0039	3.09723087909537	2.53747001998776	7.58855230883852	1.52532385832616	3.21231130877147	3.40593947971297	1.21912892467009	3.0286310470116	0.552078301098129	1.86568740079053	1.19871650161822	2.59444655659358	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382170-CRUK0039	1.45438209717935	1.44763962857549	7.89263562133904	1.43941713144393	2.83921925578447	2.85466795463031	0.938402659125	3.04749039604732	-19.057470196751	0.954303121135723	0.515665391067421	2.54336167700026	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382171-CRUK0039	-2.87779336117374	1.50478991362488	10.0385112913535	1.50688674070908	3.54050079654356	2.22102660110596	0.946239814646304	2.61809644557105	0.710885725696623	1.01848437321924	0.953364227011703	2.48544513386936	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382172-CRUK0041	-6.73550598790858	-4.15409073523608	-1.0916812919938	-7.689530975843	1.86067045207234	2.67164980786813	1.27676531055903	2.04648124446539	0.757734299388396	1.88262753072033	0.957777870896052	-6.04139378147032	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382173-CRUK0041	-5.66888702471726	-4.10373496401645	3.8126612254398	-4.88512154471602	2.34111108724694	4.32996765671391	1.20576002901081	2.52431008614001	0.605017981517751	2.35613572641484	0.840086644816724	-2.75831219918314	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382174-CRUK0041	-7.72259305929218	-4.81181036489212	-2.28166643853687	-17.8454311471354	0.642408294865695	2.13926155495208	0.987421160036141	1.50177765739818	1.11819901046644	1.85161745521108	0.829862306238494	-10.5662696424244	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382175-CRUK0041	-5.00507803144309	-4.30361696225487	7.07455296209875	-7.96169038138672	1.9623720104685	3.52179731694431	1.23986588945222	2.47567907430064	0.651875747033464	2.77934524338503	0.796728915701197	-4.47677771827756	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382176-CRUK0042	2.21707662419593	2.07801292403664	8.94657853500509	-7.69133092195268	1.47918132018092	3.55210877671307	-74.5851050790044	-13.9233456747471	-46.4561361025896	1.50759262527741	-16.7092967842497	1.04780005609302	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382177-CRUK0044	3.04881427038058	1.48241709553568	10.2334146724518	1.0455134846622	0.984481836423108	-3.31074765852501	-45.3288499822021	1.21932810487775	-43.3241749735614	-6.16164802140889	-5.89199551257486	1.95488356466034	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382178-CRUK0046	1.33501952538208	-2.87669276172306	8.23343771735971	0.655930780512498	-11.5623822080791	-19.086153386742	-99.5999653091056	-25.5306394928639	-50.7090098867595	-12.7836865487151	-24.2976502270352	2.64626719210394	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382179-CRUK0046	6.06878145405001	4.129253509884	15.4447308874783	2.48967202077945	1.67683127635244	-3.58664805884816	-72.9845167046817	-18.3453922697604	-31.1837557287486	-4.85167418830568	-19.9329493362142	5.36917401191201	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382180-CRUK0046	1.17787329435129	-2.37105237425639	6.85000524895399	0.750160843184779	-9.40570736372004	-17.7654374702316	-94.1587543603579	-24.0352311380218	-48.1792528743398	-11.8849820594527	-23.1395474839916	2.74014656997028	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382181-CRUK0046	1.11100815670831	-2.36337629850905	7.25266836542356	0.824478088286732	-10.3255338843646	-17.7338840917052	-97.2792824242227	-24.1501411935483	-51.4170843933953	-12.2263829258515	-23.3989798255246	2.74539958459562	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382182-CRUK0047	4.81673778424428	3.92324146784578	15.3682306062928	1.429457996902	3.18461932257392	5.34548616999662	-51.5122986330219	-11.1491050452859	-42.3536600445101	2.57203645671093	-14.3344376851058	1.97739017310799	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382183-CRUK0047	6.93071742926675	4.92897727252467	17.5728940914488	2.3135686548966	3.08386203143325	3.04030408057436	-66.7780425966157	-14.1177668038576	-44.1384544215513	-4.31269359548844	-15.6628793034418	4.47300560236276	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382184-CRUK0048	-6.50948026132553	-6.28361179865276	-1.68720311785627	-15.8437039581227	-22.8924741845256	-11.2533936724056	-94.8010468933413	-19.5314569907153	-73.1767915660729	-13.2574794353644	-10.3015137902437	-2.1620207628813	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382185-CRUK0050	-3.5073413282295	-2.92094249347683	9.01352306810851	-5.85857845178187	-11.3452886961333	-5.52531546756354	-68.6189089712563	-18.3125946361809	-39.7798706182162	-5.42218420230327	-17.2943838444359	-2.62852185529855	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382186-CRUK0050	-2.5377031279195	-2.18190642663893	6.96812252371409	-4.08244860975682	-10.7956552723325	-5.63015345985921	-81.0001607796648	-19.3793180847728	-41.4877782519377	-6.29301110379982	-18.7972424425907	0.993242067899227	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382187-CRUK0050	2.15854686072011	1.28109566297527	10.5270028975134	1.01232137914407	1.72981086268434	-2.65086448849172	-61.7262983083216	-14.573969008426	-37.9886130630006	-4.03032904329756	-14.4795403642177	2.08893598062496	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382188-CRUK0050	-2.86831608306028	-2.80328308506402	11.8321364247398	-6.58170764389267	1.88978652761834	0.817210309610972	-56.3022276866114	-14.2573968401015	-41.2783584130064	-3.60934836481348	-14.8525601530147	1.51727254296198	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382189-CRUK0050	-2.32694402057556	-2.20576404907916	5.52777441831308	-7.50440788867716	-10.5077655113017	-2.09788633878781	-39.1900203877454	-11.6806534620533	-30.5165940548004	-3.71302981011351	-6.92135390239541	-2.74197530394898	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382190-CRUK0052	0.932978814149887	1.02970144093536	4.4540628189716	-4.69561270035745	1.378492079604	3.46037245325118	1.74393681280861	2.82566814628569	0.994706449671815	1.75175004404414	1.19036138711728	-2.92386355953006	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382191-CRUK0052	6.77471494880133	5.22663432980067	16.2790126734412	2.97770183610245	4.03524645489437	5.66262463906368	2.10934990653799	4.52512512823618	1.33374573230374	3.28536552125346	1.74310332534728	3.39272464496543	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382192-CRUK0052	6.96542739878578	4.30138763303814	15.4061643141955	2.80936336632827	3.11126957671839	3.13922056155204	1.22495200517552	3.76331549289928	-24.1506387670001	1.18400360630597	1.5096970224409	2.93856190702566	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382193-CRUK0053	-7.19178683732202	-7.88564327339692	-2.0931428598459	-24.7468557823474	-25.7257351467258	-11.1669868625314	-65.9120450263436	-20.7821538397428	-26.6551701246087	-8.86595728766938	-13.737217528508	-10.0630815805199	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382194-CRUK0055	3.28744249931021	1.91084351897527	5.7850487536763	-2.7336278980384	-5.07524504542834	-7.72881555530684	-67.8472331119302	-12.9636700224996	-39.1708242622244	-7.51900933086792	-11.0243089354774	1.70439125064852	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382195-CRUK0057	2.2663032098498	0.927364238036672	9.54338838308481	1.79977755123374	1.05585929443984	-3.25262536125846	-42.1597091549995	-5.17770140442798	-51.1475502095269	-6.11675495125952	0.68974962387437	2.46958092539519	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382196-CRUK0057	2.75890088475098	2.01530554038446	7.78525855775877	0.754381589129039	-8.02110300052043	2.39045333760702	-32.1676476890759	1.07388019647059	-39.1393625024055	-3.76955420971405	0.61642486459855	0.731425674239755	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382197-CRUK0060	5.72511508755697	3.56930890425929	15.2625551902375	1.39887470960673	1.8588217979939	-4.48995801124969	-61.0698444886774	-6.82695283911744	-63.5811514180881	-5.36120874866826	-12.5045896004108	4.70827379150677	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382198-CRUK0061	-8.57367094204258	-8.78871301627826	-3.05034392313529	-26.7739001014671	-27.6627657748956	-19.7801888484084	-123.547209505464	-29.6271026410076	-53.8407776902695	-13.1351585876768	-24.6648079116304	-6.3017022136721	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382199-CRUK0061	8.84664475583583	6.30031326187971	9.90067641013979	1.38116853652587	2.47662993644611	4.58057669102041	-58.0792648258063	-11.6213001734688	-31.2555340642833	1.95276828292125	-11.8498353888791	3.98260596116341	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382200-CRUK0062	-12.7900133478226	-11.1926237460262	-2.9213185841746	-23.8279074684776	-29.0690835955333	-18.2198251426696	-68.150935199482	-20.4950453504586	-43.7069517585968	-10.8545605936601	-17.9739928392837	-10.9826350705257	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382201-CRUK0062	-7.34405687338178	-7.70931606278026	-1.86504608940457	-12.4283532460732	-21.7775658924798	-15.5100409293186	-57.8193919708536	-15.0837654761334	-32.2078853181778	-10.5819186348448	-9.37510824667807	-6.06436037333642	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382202-CRUK0062	-7.1104299810589	-6.45628345368988	-2.28867991582245	-23.6225631617079	-14.0985843560496	-3.54557865421225	-58.0276866737499	-11.0374954507368	-45.9189506028294	-3.51485528622798	-11.8416213935746	-7.37312628145245	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382203-CRUK0062	-13.8635475931467	-12.3281472155193	-2.74157694343573	-16.6003666854678	-25.3191175752766	-11.7194955629455	-46.6515167663184	-13.1545992263621	-39.2105299416164	-9.46890268428741	-9.76486454675669	-11.1101930118192	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382204-CRUK0065	-12.1909121897621	-11.219101860811	-2.29377715133276	-20.5805248092541	-25.7354265658736	-20.6900786119108	-63.6244301406307	-18.1619148988116	-33.1148511738505	-11.5393137979784	-16.2975845364665	-9.60656448850557	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382205-CRUK0065	-10.590093687738	-9.1882193961422	7.18016241466476	-18.6315841766665	-21.2804164062925	-16.3697085449166	-43.5803081037164	-13.4328097960657	-32.9095841435689	-7.72861641379474	-15.1876061195434	-10.0094492856256	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382206-CRUK0065	-9.25326297112229	-8.18056549011818	7.92634747740358	-15.8352368483963	-19.6668200596998	-12.4138809413625	-31.682065487673	-11.438362962598	-36.7698674990619	-6.36018749935725	-16.1111096553677	-9.247618170418	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382207-CRUK0065	-9.52943562906264	-8.93515483829068	8.83709891179457	-11.3643517088837	-14.3735778800751	-14.3870987958609	-36.2572307601554	-13.5989922396159	-40.9283532366103	-7.27220501863919	-14.4370445826091	-6.18198782017572	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382208-CRUK0065	-13.9670759671961	-13.3115590030036	7.39654697097737	-18.7205668834298	-28.2243108230369	-21.2454809029251	-52.3606000355135	-14.4620423847183	-36.1501718455665	-13.2013653768146	-18.6315945580414	-8.62281565405852	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382209-CRUK0065	-10.0223440753983	-9.25018445203131	7.55881842171262	-11.8216075708567	-15.4387472435932	-13.3713797657567	-35.0248264388521	-13.3162800379861	-30.627171507973	-8.89817252999212	-13.090330427124	-7.27930532437916	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382210-CRUK0067	3.14753953978639	1.81923724958187	6.6178791309852	1.2795917335267	1.57020843502237	-3.0982267747997	-36.879397059157	0.948347961191896	-40.5351822848028	-4.38844809373333	-10.7172949966681	1.37335866887395	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382211-CRUK0067	-14.5917483903011	-12.6277247849417	-1.99892148400626	-19.242683750831	-22.88113869264	-17.7179619082209	-50.2263456636108	-14.2907596011069	-38.3598951186702	-9.58760833028162	-13.964198091633	-9.42364916401123	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382212-CRUK0069	-3.63402566513067	-6.46468741804933	7.79723271939167	0.669715421437611	-19.450719588741	-19.7006460318589	-61.9041534992387	-9.96981779884089	-48.1621435679217	-16.0270306874337	-10.985108304835	1.76807488951061	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382213-CRUK0069	1.98014850759115	-1.85015824832283	14.0487937741602	1.38805736609891	-9.99252268275785	-6.20134655929831	-45.7071367981778	1.81573832268658	-62.301943098277	-8.31630036330003	-9.32877277063749	3.39257959492582	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382214-CRUK0069	-12.3648204240971	-13.8629313634961	-1.5463314807038	-19.645428987664	-34.2270000686823	-23.8623136138038	-76.6724235073056	-15.0373391429928	-57.9178937182491	-16.2554224986047	-16.7925206840949	-5.49297970931314	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382215-CRUK0069	-8.53483909030823	-9.82255039478257	5.41109616070845	-7.28137752439893	-19.3920345644938	-19.2559786166393	-64.6802655758944	-9.86481922399887	-55.062985107029	-14.8785182003547	-10.7669829552896	0.889989581737946	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382216-CRUK0069	-4.01751005787438	-6.19333558063049	5.88994724593396	0.572544292641735	-14.2880208083629	-17.0535330207862	-70.2782050374782	-7.62546947097004	-62.7341167286886	-15.0123607088244	-9.52528351577078	2.15947751149291	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382217-CRUK0070	-12.7036917203024	-12.4851577983214	-2.06058861230976	-18.4208631935958	-28.7130107219084	-16.888233305216	-45.55992444359	-10.7647239827489	-46.3646621266099	-10.5579064141702	-13.4059049115123	-9.52905927269226	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382218-CRUK0070	-12.0448984063802	-10.416754161301	-1.71104571997003	-14.3258865069686	-24.9829193811738	-12.3136505069774	-35.3959048327336	-8.76486681743535	-40.5432225251726	-7.42819588225266	-12.9263629960146	-8.55329606811112	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382219-CRUK0070	-11.8572724613645	-11.7451976960639	-1.422555937877	-15.3316669211073	-19.0811611575802	-9.1892862718499	-50.0343885901904	-4.52964781716956	-54.0364622883535	-6.77118292456866	-11.6279564312789	-8.26004621025922	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382220-CRUK0070	-3.67135814722511	-5.00837957931576	6.02879479617508	0.332523827543156	-13.4296190207024	-4.07132422972407	-44.3312390211311	1.22673267090553	-45.9376970164718	-5.86476572972775	-8.10933680577248	-5.45422462284225	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382221-CRUK0070	1.2472397248098	-4.25689199240316	7.05538734024425	1.36256378430971	-8.87147173387202	1.76801556939237	-36.662401533467	2.61247475190204	-49.3387524274735	-6.40136710896868	-4.63187094466469	-2.15740840701798	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382222-CRUK0075	-9.04037247254481	-8.89733229180716	-2.30152797035684	-19.7851708435952	-26.4458823651931	-17.2442703283397	-69.3819873891085	-18.2858777867162	-52.8319631534257	-9.8033197597939	-16.051229314037	-9.67421336082954	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382223-CRUK0076	-11.5931185349304	-11.0704077339085	-3.19260941519143	-21.8310560899137	-29.931553747178	-22.4711449441262	-85.5401129850873	-22.9828126183703	-46.6455115628296	-12.3389821885213	-21.3955628886864	-10.1952381878019	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382224-CRUK0076	-11.7778937489123	-11.239935821179	-2.70653021788762	-19.609996782555	-30.0294452549116	-21.1509601037681	-74.9244492298166	-19.2636461052864	-40.5200996284704	-11.51120650658	-19.5489776143344	-9.67303016493608	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382225-CRUK0077	-10.4448979787408	-11.1748573052004	-2.31143737631933	-15.6482250269335	-24.7444205200726	-15.5972259114772	-65.7780851109311	-11.2969132885788	-61.9949137428204	-13.7328946574196	-11.9894474336726	-7.4031051750979	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382226-CRUK0077	-13.4415507942426	-13.6068153833604	-2.47815629514738	-20.2243737660042	-32.7185587685967	-21.6857377452848	-76.0114799742575	-18.0482924678017	-56.0757609352139	-15.2750027233458	-16.2638509286625	-9.47638124296229	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382227-CRUK0077	-13.2472422083046	-13.7088337952961	-2.37026584001379	-18.8679943868442	-30.3261072043651	-20.6049826589146	-75.2968543294585	-15.956449052268	-62.417250378811	-16.0525595029489	-14.5598908601739	-8.2309995361153	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382228-CRUK0077	-11.3604241877867	-12.6472001120003	-1.8252406354829	-17.6055192469278	-28.8842006152335	-21.2571361579873	-73.3428753851258	-15.1319674384913	-64.3275086332983	-15.1463508047198	-14.3044939234605	-5.77411919855058	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382229-CRUK0078	-4.09199852854923	-6.12046469979913	10.2639322978548	-7.8846449265887	-14.2005713567049	-5.71920659814413	-62.8701234209716	1.14072405137426	-84.2476260758825	-9.00763324335642	-11.6002848213666	-5.6913726652519	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382230-CRUK0078	1.9781937472503	1.40003505562571	8.7694403309714	0.872453338616948	-7.1290803185592	2.38459177201449	-53.8829278382907	-5.4126272722594	-63.0794701561411	-7.1358782970109	-12.2013900845296	-4.07934178762618	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382231-CRUK0079	2.48623480278134	1.34770316883688	10.0585351166439	2.31718107302692	-8.0860267939869	-6.02233347773669	-25.4514925786098	-3.8513469061669	-36.676627016156	-5.54491698040463	-6.63105542899899	2.15334335054985	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382232-CRUK0079	1.14332360947011	-2.52410795639815	8.68047153407926	1.95360562846363	-6.36002070050527	-3.599881188483	-33.0453742571447	-3.74351575549192	-34.3399629800753	-5.35812130317747	0.590742363880398	1.35432898110703	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382233-CRUK0079	-9.51118821829315	-8.6932616450954	7.57118910645444	0.554388117064994	-20.1918230231312	-14.0722954729626	-49.648590168467	-8.49221398684757	-53.8253873983754	-12.1603253453008	-10.8616494454751	-2.82422773045795	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382234-CRUK0079	-4.15873074361286	-3.50885020294499	6.74691959381852	0.998810882784684	-10.9067002520738	-10.5716231500805	-28.6797009838628	-6.53930795520529	-40.6293564063396	-8.56797239405731	-9.53673133662497	0.543526391950798	0	0	0	0	0	0	0	0	0	0	0	0
EGAF00002382235-CRUK0081	-11.5916111494499	-9.9798164786037	-3.08837892554892	-23.3217756601182	-24.5830636787013	-14.4286904016923	-59.674849021595	-15.7283183729276	-39.4661820370417	-9.61506957378917	-12.9848837022405	-12.0476782909517	0	0	0	0	0	0	0	0	0	0	0	0
